1145306407;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.5;-136.8
1145306406;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.0;-135.3
1145306404;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.5;-136.8
1145306402;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.4;-131.3
1145306401;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.8;-136.1
1145306400;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.8;-138.7
1145306398;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);63.2;-135.5
1145306397;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.8;-138.7
1145306396;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.4;-131.3
1145306393;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);63.8;-140.0
1145306392;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.0;-136.9
1145306391;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.1;-136.2
1145306390;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.8;-138.7
1145306389;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.0;-135.3
1145306388;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.0;-135.3
1145306387;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.0;-128.9
1145306384;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.1;-136.2
1145306383;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.6;-137.8
1145306382;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.0;-133.7
1145306381;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.0;-136.9
1145306380;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.1;-131.3
1145306379;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.0;-139.5
1145306378;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.0;-139.5
1145306376;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.5;-135.4
1145306375;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.5;-136.8
1145306370;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.5;-136.8
1145306369;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);60.3;-136.0
1145306368;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.8;-138.7
1145306362;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);63.6;-139.1
1145306359;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);62.3;-137.1
1145306356;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.3;-138.6
1145306351;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);61.9;-133.7
1145306346;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);63.2;-135.5
1145306333;Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Gulo;Gulo gulo (Linnaeus, 1758);63.2;-135.5
